"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
1,4,7,10,15,16,20,24,27,29,33
1,6,7,11,13,18,20,23,26,30,33
1,6,7,12,13,18,21,24,27,30,32
1,6,7,11,15,17,20,24,26,30,32
1,6,8,11,14,17,21,23,27,29,32
1,6,7,11,14,18,20,24,27,30,32
1,4,8,11,15,17,20,24,27,29,32
1,4,8,11,13,16,20,24,27,29,33
1,6,8,11,13,17,21,24,27,29,33
1,4,7,11,13,18,20,23,27,29,32
1,4,7,11,14,18,20,24,26,29,32
1,4,8,12,14,18,20,23,27,29,33
1,4,7,11,15,17,21,24,27,30,32
1,4,7,10,14,17,20,23,27,29,32
1,4,8,11,15,17,20,24,26,29,33
1,4,7,12,15,17,20,23,27,30,33
1,6,7,11,13,17,20,24,27,30,32
1,6,7,12,14,18,20,23,27,30,33
1,6,8,11,15,17,20,23,26,29,33
1,6,8,10,13,16,21,23,26,29,32
1,4,8,10,15,16,20,23,27,29,33
1,4,8,11,14,18,20,23,27,29,33
1,6,8,12,14,17,21,24,27,29,32
1,4,7,12,15,17,20,24,27,30,32
1,4,7,11,15,18,20,24,27,29,32
1,6,7,12,15,17,20,23,26,29,32
1,4,8,11,15,17,21,23,27,29,33
1,4,7,12,14,17,21,24,27,30,32
1,4,8,11,13,16,20,23,27,29,33
1,4,7,11,13,18,21,23,27,29,32
1,4,7,12,14,16,20,24,27,29,33
1,4,7,10,15,16,20,23,27,30,32
1,4,7,11,14,16,21,23,26,30,32
1,6,7,11,14,17,20,24,27,29,33
1,4,7,11,14,17,21,23,27,30,33
1,4,8,11,13,18,20,24,27,29,33
1,4,7,12,14,18,20,23,27,30,33
1,4,8,11,15,17,20,24,27,29,33
1,4,7,12,15,17,20,23,27,29,33
1,4,8,10,13,16,20,23,26,30,33
1,4,7,12,15,17,21,23,27,30,32
1,6,7,11,13,17,21,23,26,30,33
1,4,8,12,15,17,20,24,27,29,33
1,4,7,11,13,17,20,24,27,29,32
1,6,8,12,15,17,20,23,27,30,32
1,6,7,10,13,16,21,24,27,30,32
1,6,7,11,14,16,20,24,27,29,33
1,4,8,11,14,18,21,24,27,29,32
1,6,7,11,14,17,21,23,26,29,33
1,6,8,11,14,18,20,23,27,29,32
1,4,9,11,14,17,20,23,27,30,33
1,6,8,11,13,17,20,24,27,30,33
1,6,8,11,14,17,20,24,27,29,33
1,6,7,12,13,17,20,23,26,29,33
1,6,8,11,14,17,20,24,27,30,33
1,6,7,12,14,17,21,24,27,30,32
1,6,8,11,14,18,21,23,26,30,33
1,4,9,12,14,18,20,24,27,29,33
1,6,7,11,14,16,21,23,27,30,32
1,4,7,10,13,17,20,23,27,29,32
1,4,7,10,13,16,19,23,27,28,32
1,6,7,11,14,18,21,24,27,29,33
1,6,8,10,13,16,20,24,27,30,32
1,4,8,11,13,18,21,24,27,30,33
1,6,7,11,13,17,21,24,27,29,33
1,4,7,11,13,18,21,24,27,30,33
1,6,7,11,13,18,20,23,27,29,32
1,4,8,11,14,16,20,23,26,29,33
1,6,7,12,14,17,20,23,26,29,33
1,4,8,12,15,16,20,24,27,29,32
1,4,7,11,13,17,20,24,26,29,32
1,4,7,12,14,17,20,24,27,29,32
1,6,8,11,14,17,21,23,27,30,33
1,6,8,10,14,16,20,23,26,30,32
1,6,9,11,15,17,20,23,27,29,33
1,4,7,11,13,18,21,23,26,29,32
1,6,9,10,13,16,21,23,27,29,33
1,4,9,11,13,18,20,24,27,29,32
1,6,7,11,15,17,21,23,26,30,33
1,4,7,11,14,16,21,23,26,29,33
1,6,8,12,14,17,20,24,27,29,33
1,4,7,11,14,17,20,23,27,30,33
1,4,8,11,14,18,20,23,27,29,32
1,4,7,12,13,17,20,23,27,29,33
1,4,7,11,14,17,20,24,26,29,32
1,4,7,11,14,18,20,24,27,30,33
1,4,7,11,13,17,20,23,27,30,32
1,6,8,11,13,16,20,23,27,29,32
1,4,7,12,14,18,21,23,27,30,32
1,6,7,12,15,17,21,23,26,29,32
1,4,7,11,15,18,20,23,26,29,32
1,4,7,12,13,18,20,23,27,29,33
1,4,7,11,14,17,21,23,27,30,32
1,6,7,11,14,17,21,24,27,29,32
1,6,8,11,14,17,21,23,27,29,33
1,6,7,11,15,17,20,24,27,29,32
1,6,8,11,13,18,21,24,27,30,33
1,6,8,10,13,16,20,23,27,30,32
1,4,7,11,13,18,21,24,27,29,32
1,6,8,11,15,16,20,23,27,29,33
1,6,8,12,13,16,21,23,27,29,32
1,6,7,11,14,17,21,23,26,29,32
1,6,7,11,14,18,20,23,26,29,32
1,6,8,10,13,17,20,23,27,29,33
1,6,8,12,13,18,21,24,27,30,33
1,6,7,10,14,16,21,23,27,29,33
1,6,7,11,14,18,21,24,26,30,32
1,6,8,10,13,17,20,24,27,29,33
1,4,7,11,13,18,21,23,27,29,33
1,6,7,11,13,17,20,24,27,29,33
1,4,7,12,15,17,20,23,26,29,33
1,4,8,12,15,17,20,23,26,29,33
1,6,8,11,13,17,21,23,27,29,33
1,4,8,11,13,18,21,23,27,29,32
1,4,7,11,13,18,21,24,27,29,33
1,4,7,12,15,17,20,23,26,29,32
1,6,7,11,14,17,21,24,26,29,33
1,6,7,11,14,18,20,23,26,29,33
1,6,7,11,15,17,21,23,27,29,33
1,4,8,10,14,16,21,24,27,29,33
1,6,8,11,13,16,20,24,26,29,32
1,6,9,11,14,17,20,23,26,30,33
1,6,8,11,15,17,21,24,27,29,32
1,6,7,10,15,16,21,23,27,30,33
1,6,8,12,13,16,21,23,27,30,33
1,6,7,11,13,18,20,23,26,29,32
2,4,7,10,14,16,20,23,26,29,33
1,6,7,12,14,17,21,23,27,29,32
1,6,7,11,13,17,20,24,26,29,33
1,6,7,11,13,17,21,24,27,30,32
1,4,7,11,14,16,20,23,26,29,33
1,6,8,10,13,16,20,24,27,30,33
1,6,8,11,14,16,20,23,27,29,32
1,6,8,11,13,18,20,23,27,29,32
1,4,7,12,14,17,21,24,27,29,32
1,6,7,12,14,17,20,24,26,29,33
1,6,7,10,15,16,20,23,27,30,32
1,4,8,10,13,17,20,23,27,29,33
1,6,7,11,15,18,21,24,27,30,33
1,6,9,11,13,18,21,24,27,30,33
1,4,8,10,14,16,21,23,27,29,32
1,4,7,12,14,16,20,23,26,29,33
1,6,7,11,14,18,21,24,27,29,32
1,6,8,11,14,16,21,24,27,30,33
1,4,7,12,15,17,21,24,27,30,32
1,4,8,11,14,17,20,24,27,30,32
1,4,8,11,14,17,20,24,26,30,33
1,4,8,10,15,16,21,23,27,30,33
1,4,8,11,14,18,20,24,27,29,33
1,6,7,11,14,18,21,23,26,30,32
1,4,7,11,13,17,21,24,27,30,32
1,6,7,10,15,16,21,24,27,30,32
1,6,8,11,13,17,21,24,27,29,32
1,4,9,11,14,17,21,24,27,29,33
1,6,8,11,14,17,20,23,26,30,32
1,4,8,10,13,16,20,24,26,29,33
1,4,7,12,13,18,21,24,27,29,33
1,6,7,12,15,18,21,24,27,30,33
1,6,8,10,14,16,21,24,27,29,33
1,4,8,12,15,17,20,23,27,29,32
1,6,7,11,14,18,20,24,27,29,33
1,4,7,10,13,16,21,23,27,29,32
1,4,7,11,14,17,20,23,27,30,32
1,4,9,11,14,17,21,23,27,29,32
1,4,7,11,14,18,21,24,27,30,32
1,4,8,11,15,17,20,23,26,30,32
1,4,7,12,15,18,21,23,27,30,33
1,4,8,10,15,16,20,24,27,29,32
1,6,8,12,15,17,20,23,27,29,33
1,4,7,10,13,16,20,23,27,30,32
1,4,7,11,14,16,21,23,27,30,32
1,6,8,11,13,17,20,24,26,29,32
1,4,7,10,14,16,21,23,27,30,33
1,6,7,11,13,18,20,23,26,29,33
1,4,7,12,14,17,21,23,26,29,33
1,6,7,10,15,16,20,24,27,30,33
1,4,8,11,13,18,20,24,26,29,32
1,6,9,11,14,18,20,23,26,29,31
1,6,7,10,15,16,20,23,27,29,32
1,4,7,10,14,17,20,23,27,29,33
1,6,9,11,15,17,21,24,27,30,32
1,6,7,11,14,17,21,24,26,29,32
1,6,7,12,15,17,20,23,27,30,33
1,6,8,12,14,17,20,24,26,29,32
1,4,7,11,15,17,20,24,27,30,33
1,4,8,11,13,17,20,24,27,30,32
1,6,7,11,15,17,20,24,26,30,33
1,4,7,11,14,17,20,23,26,30,32
1,4,8,10,14,16,20,24,27,30,32
1,6,8,11,13,18,20,23,26,29,32
1,4,7,12,13,17,21,24,27,29,32
1,6,7,12,15,17,21,24,27,29,33
1,4,7,10,14,16,20,24,26,29,32
1,4,9,11,14,17,20,24,26,29,33
1,4,8,10,14,16,20,23,27,30,33
1,6,7,11,13,18,21,24,27,29,33
1,6,7,12,15,17,20,24,27,30,33
1,6,9,10,13,16,21,23,27,29,32
1,6,9,12,13,18,20,23,27,29,32
1,6,7,11,14,17,20,24,26,30,32
1,6,7,11,13,18,20,24,27,30,33
1,6,7,11,14,16,21,24,26,29,33
1,6,7,11,14,16,20,23,27,29,32
1,6,8,11,13,17,21,24,27,30,32
1,4,8,10,13,16,21,23,27,29,33
1,4,7,12,14,16,20,23,26,29,32
1,6,9,10,14,16,20,23,27,29,32
1,4,7,11,15,17,20,23,26,30,33
1,4,9,11,13,16,20,24,27,29,33
1,4,8,11,15,16,20,23,27,29,32
1,4,7,12,14,17,20,24,27,30,33
1,4,7,11,15,16,20,23,26,29,33
1,4,7,10,14,16,21,23,26,29,33
1,6,9,11,14,17,21,23,26,30,33
1,4,7,12,14,18,20,23,26,29,33
1,4,7,12,14,16,20,23,27,29,32
1,4,7,12,14,18,21,24,27,29,33
1,6,8,11,13,17,21,24,27,30,33
1,4,8,11,14,16,20,24,27,29,33
1,6,8,10,15,16,20,23,26,29,33
1,6,8,11,13,16,20,23,27,29,33
1,4,7,11,15,18,21,23,27,29,33
1,4,7,10,14,16,20,23,27,30,32
1,4,8,12,15,17,20,24,26,29,32
1,6,7,11,13,16,20,24,27,29,32
1,4,7,11,14,17,21,24,26,29,33
1,6,7,12,15,17,20,23,27,29,32
1,4,8,11,13,18,20,24,26,29,33
1,4,7,10,13,16,21,24,27,30,33
1,6,7,11,15,17,21,24,26,30,32
1,6,7,12,15,17,20,23,27,30,32
1,4,7,11,15,18,20,23,26,29,33
1,6,8,10,15,16,20,23,27,29,32
1,4,8,10,14,16,20,24,26,29,32
1,6,8,11,15,18,20,23,27,30,33
1,6,8,10,15,16,20,24,27,29,32
1,6,8,11,15,17,20,24,27,30,32
1,4,8,10,13,16,21,24,27,29,33
1,4,8,10,14,16,21,24,27,29,32
1,4,7,12,15,16,20,23,27,29,32
1,4,7,11,14,17,21,24,26,29,32
1,6,7,11,13,17,20,24,27,30,33
1,6,8,11,14,17,20,23,27,30,32
1,4,9,11,13,16,20,23,27,29,33
1,6,8,11,14,17,20,23,27,30,33
1,6,7,10,13,17,20,23,26,29,33
1,4,7,10,14,17,20,23,26,29,33
1,4,7,12,15,17,20,24,27,29,33
1,6,8,11,15,18,20,24,27,29,33
1,6,7,12,13,17,20,23,26,29,32
2,6,8,10,13,16,20,23,26,29,33
1,4,8,12,14,17,21,24,27,30,32
1,4,7,12,13,18,21,24,27,29,32
1,6,7,10,14,16,21,23,27,29,32
1,4,7,12,14,17,20,24,26,29,33
1,6,7,11,15,17,21,23,26,29,32
1,4,8,12,14,18,21,23,27,29,33
1,6,8,11,14,17,21,24,26,29,33
1,6,7,11,13,18,20,23,27,29,33
1,6,7,11,14,17,20,23,27,30,33
1,6,8,12,14,18,21,24,27,29,33
1,6,8,11,13,16,21,24,27,29,33
1,4,7,10,14,16,20,24,26,30,33
1,6,8,12,13,17,20,23,26,29,33
1,4,7,11,13,17,21,23,27,29,32
1,4,7,10,14,16,20,24,26,29,33
1,4,8,11,14,17,21,24,26,29,32
1,6,8,11,14,17,21,23,26,30,32
1,6,9,10,13,16,20,23,27,29,32
1,6,7,11,13,18,21,24,27,30,32
1,6,7,11,15,17,20,24,27,30,33
1,4,8,10,13,16,20,23,27,29,31
1,6,7,10,13,16,21,23,26,29,33
1,6,7,10,14,16,21,24,26,29,32
1,4,7,10,13,16,21,24,26,30,33
1,6,8,12,13,18,20,23,26,29,33
1,6,8,11,14,18,21,24,27,30,32
1,4,7,12,15,17,20,23,27,30,32
1,4,7,10,13,17,21,24,27,29,33
1,4,9,10,14,16,20,23,27,29,32
1,4,8,10,15,16,20,23,27,29,32
1,6,7,10,14,16,21,24,26,29,33
1,4,7,11,15,17,21,23,26,29,33
1,4,8,11,13,18,20,24,26,30,33
1,4,7,11,14,18,20,24,27,30,32
1,6,8,11,14,18,20,23,26,30,32
1,4,7,11,14,18,20,23,27,30,33
1,4,7,11,13,18,20,24,27,30,33
1,4,8,11,14,17,20,24,27,30,33
1,4,9,11,13,17,21,23,26,29,33
1,4,7,11,13,17,20,24,27,30,32
1,6,7,11,13,18,21,23,27,30,33
1,4,9,11,13,17,21,24,27,29,32
1,4,8,12,13,18,21,23,27,29,32
1,6,7,11,15,16,21,23,27,29,33
1,6,7,11,14,18,21,23,26,29,32
1,6,8,12,13,16,20,23,27,29,32
1,4,7,11,13,17,20,24,27,29,33
1,4,8,12,14,18,20,23,27,29,32
1,6,7,12,15,17,21,23,27,30,32
1,4,7,12,13,17,20,23,26,29,33
1,4,9,12,15,17,20,23,27,29,32
1,4,8,11,14,17,20,23,27,30,33
1,4,8,12,13,17,20,23,27,29,32
1,6,7,10,14,16,21,23,27,30,33
1,6,8,10,13,16,21,24,27,30,32
1,4,8,11,14,18,20,24,26,29,33
1,6,8,11,15,17,21,24,26,29,33
1,4,8,11,13,17,21,24,26,29,32
1,6,8,11,14,17,21,23,26,29,33
1,4,8,12,14,18,20,23,26,29,33
1,6,8,12,13,17,20,24,27,30,33
1,4,7,12,15,17,21,24,27,29,33
1,4,8,10,14,16,21,24,26,29,33
1,6,8,11,15,17,20,24,27,29,32
1,4,7,12,13,17,21,23,27,29,33
1,6,8,11,14,18,20,23,26,29,33
1,4,8,11,15,17,21,24,27,29,32
1,6,7,12,14,17,20,24,26,29,32
1,4,8,11,15,18,20,23,27,29,33
1,6,7,11,13,18,21,23,26,29,32
1,4,9,12,15,17,21,23,27,29,32
1,6,7,11,14,16,20,23,26,29,32
1,6,8,11,15,17,21,23,26,29,32
1,6,8,12,14,18,21,23,27,30,33
1,4,8,12,15,17,20,23,26,30,33
1,4,8,12,14,16,20,24,27,29,33
1,6,9,11,14,17,21,23,26,30,32
1,6,8,11,13,18,21,24,27,29,33
1,6,8,10,15,16,21,23,27,29,33
1,4,8,10,13,16,20,22,27,29,33
1,4,7,12,14,17,21,23,27,30,32
1,6,7,12,15,17,20,24,27,29,33
1,4,9,12,15,17,20,23,27,29,33
1,6,7,10,13,16,21,24,27,29,33
1,6,7,11,14,18,20,24,26,29,32
1,6,7,11,15,16,21,23,27,29,32
1,6,7,12,14,17,21,23,27,30,32
1,4,8,12,14,18,20,23,26,29,32
1,4,8,11,14,17,21,23,27,30,33
1,6,9,11,15,17,20,24,27,29,33
1,4,8,11,15,18,20,23,27,30,33
1,6,7,12,15,17,21,23,26,29,33
1,4,7,10,15,16,20,23,26,30,32
1,4,7,10,15,16,20,24,27,30,33
1,4,7,11,15,16,20,23,27,29,32
1,6,8,11,14,18,21,24,27,30,33
1,6,7,11,14,18,21,23,27,29,33
1,6,8,11,13,18,21,24,27,29,32
1,6,8,12,14,17,20,23,27,29,32
1,6,7,12,13,17,20,24,27,29,32
1,6,7,12,14,17,20,24,27,29,33
1,6,7,12,15,17,20,24,26,29,33
1,4,8,11,13,17,21,24,27,30,33
1,4,7,11,15,16,20,23,27,29,33
1,4,8,11,13,17,21,23,27,29,33
1,4,8,12,14,17,21,24,27,29,33
1,4,7,10,13,17,20,23,27,29,33
1,6,8,11,15,17,20,23,27,30,32
1,4,9,12,14,17,20,24,27,30,33
1,6,7,11,13,18,20,24,26,29,32
1,6,9,12,14,17,21,24,27,29,33
1,4,9,11,14,17,20,24,27,29,32
1,6,7,11,13,18,21,23,27,29,32
1,4,9,12,14,18,21,24,27,29,32
1,4,7,12,15,17,21,23,27,30,33
1,4,7,10,13,16,21,23,26,29,33
1,6,7,12,15,16,21,24,27,29,32
1,4,7,12,14,18,20,23,27,29,33
1,6,8,11,13,17,21,23,27,29,32
1,4,8,11,14,18,21,23,27,29,33
1,4,7,12,14,17,20,23,27,30,33
1,4,7,11,13,17,21,24,27,29,33
1,6,8,11,15,17,20,23,27,30,33
1,4,7,11,13,17,20,24,27,30,33
1,6,7,12,15,17,21,23,27,30,33
1,4,9,11,14,17,20,23,27,29,33
1,6,7,12,14,17,20,24,27,30,32
1,6,7,11,14,17,20,24,27,30,32
1,4,7,11,14,17,21,23,26,29,32
1,6,7,11,15,18,20,23,26,29,32
1,6,9,10,15,16,21,24,27,29,33
1,6,7,12,14,17,20,23,27,29,33
1,6,8,11,15,17,21,23,26,29,33
1,6,7,12,14,18,21,24,27,30,32
1,4,8,11,15,18,20,23,27,29,32
1,4,7,11,15,16,20,23,27,30,33
1,4,7,12,13,17,21,23,27,30,33
1,4,8,11,14,16,20,23,27,29,32
1,6,8,12,14,18,21,24,27,30,33
1,4,7,11,13,17,21,23,27,30,33
1,4,8,11,13,17,21,24,27,29,33
1,4,7,10,15,16,21,24,27,30,32
1,4,8,10,13,17,20,24,27,29,33
1,4,7,11,15,16,20,24,26,29,33
1,6,8,12,14,18,20,23,27,29,32
1,4,7,11,14,18,21,24,27,29,33
1,4,9,11,13,17,20,23,27,29,32
1,4,7,10,13,16,20,23,26,30,33
1,6,7,12,14,17,20,24,27,29,32
1,4,8,12,14,17,20,24,26,29,32
1,4,7,12,13,18,21,23,27,29,32
1,6,7,12,13,17,20,23,26,30,32
1,4,7,11,14,16,20,24,27,29,32
1,4,9,11,13,16,20,23,26,29,33
1,6,7,10,14,16,21,24,27,29,32
1,4,8,11,14,18,21,24,27,30,33
1,6,9,11,14,17,21,24,27,30,33
1,4,7,10,13,16,21,24,26,29,32
1,4,7,11,15,18,21,24,27,29,33
1,6,7,12,13,18,21,23,27,29,32
1,6,8,10,13,16,21,24,26,29,32
1,4,7,10,13,16,21,23,27,30,32
1,4,7,12,13,17,20,23,27,29,32
1,6,8,11,15,17,20,23,26,30,32
1,4,7,11,15,18,20,24,27,30,33
1,4,7,11,13,18,20,24,27,29,33
1,4,7,11,14,17,21,23,26,29,33
1,6,8,12,14,18,20,23,26,29,32
1,4,7,12,13,17,20,24,27,29,32
1,4,8,10,14,16,20,23,27,30,32
1,6,7,11,15,16,20,23,27,29,32
1,6,8,10,14,16,21,23,27,30,32
1,4,7,11,15,16,20,24,26,29,32
1,6,7,11,15,18,20,23,27,29,33
1,6,7,11,15,17,21,23,26,30,32
1,6,9,10,14,16,20,23,27,29,33
1,6,8,12,15,17,21,24,26,30,33
1,6,8,10,14,16,21,23,27,29,32
1,4,7,10,15,16,21,24,27,30,33
1,4,7,11,13,18,20,23,27,30,32
1,6,8,11,14,18,20,23,27,29,33
1,6,7,12,13,17,20,23,27,29,32
1,6,8,12,15,17,20,24,27,29,33
1,6,8,12,14,17,21,24,27,30,32
1,4,7,12,13,18,20,23,27,29,32
1,6,8,12,14,17,21,23,27,30,33
1,6,7,11,14,18,20,24,27,29,32
1,4,8,12,14,18,21,24,27,29,33
1,4,9,11,14,18,20,23,27,29,33
1,6,8,11,15,17,21,24,27,29,33
1,6,8,11,13,18,20,23,26,30,32
1,6,7,11,14,16,21,23,27,29,32
1,4,9,11,15,17,21,23,26,29,33
1,6,7,11,13,18,20,23,27,30,32
1,4,8,10,14,18,20,23,27,29,33
1,4,7,11,15,18,20,24,27,29,33
1,4,7,11,13,16,20,23,27,29,33
1,4,9,11,14,18,21,23,27,29,32
1,6,8,11,13,17,21,23,27,30,32
1,6,7,12,14,17,21,23,27,29,33
1,6,7,10,14,16,20,24,26,30,33
1,4,7,10,14,16,21,23,27,29,33
1,6,7,12,14,17,20,23,26,30,33
1,6,8,12,15,16,20,24,27,29,33
1,4,7,11,13,17,20,23,26,30,32
1,4,7,11,14,16,21,23,27,29,32
1,6,7,12,14,17,21,23,27,30,33
1,6,8,11,15,17,21,23,27,29,32
1,6,7,12,15,17,21,23,27,29,33
1,4,8,11,13,18,20,24,27,29,32
1,6,8,11,14,16,20,23,27,29,33
1,6,8,11,13,17,20,23,26,30,33
1,6,8,11,13,17,20,23,27,30,33
1,4,9,11,15,16,20,23,27,29,32
1,6,8,12,14,17,20,23,27,29,33
1,6,8,11,13,18,21,23,27,29,33
1,6,9,11,15,17,20,24,27,30,32
1,6,7,11,13,18,21,24,27,30,33
1,4,8,11,15,17,21,23,26,29,33
1,6,7,12,15,17,21,24,26,30,32
1,4,8,11,14,17,20,24,26,29,33
1,6,8,10,14,16,21,23,26,29,32
1,4,8,11,15,17,21,23,27,30,33
1,6,9,11,15,17,21,23,27,30,32
1,6,7,11,13,17,20,24,27,29,32
1,6,7,10,14,16,21,23,26,30,33
1,6,9,11,13,17,21,23,27,29,32
1,4,8,11,13,17,20,24,26,29,33
1,4,8,11,14,18,21,23,27,29,32
1,4,8,11,13,17,21,23,27,29,32
1,6,7,10,15,16,21,23,27,29,32
1,6,8,11,15,17,20,23,26,30,33
1,4,9,11,14,17,21,24,27,29,32
1,4,7,11,15,17,20,24,26,29,32
1,4,9,11,13,18,20,23,27,29,33
1,4,7,11,14,16,20,24,27,30,32
1,4,9,11,15,17,21,23,27,29,33
1,4,8,11,14,17,21,23,26,30,32
1,4,9,11,15,17,21,24,27,30,32
1,6,9,11,13,17,21,24,27,30,33
1,4,7,10,15,16,21,24,27,29,33
1,6,7,11,14,16,20,24,27,29,32
1,4,9,11,15,17,20,24,27,29,33
1,6,8,10,14,16,21,23,26,30,33
1,6,9,11,15,17,21,23,27,30,33
1,6,7,11,14,18,20,23,27,29,32
1,4,8,11,13,17,20,23,26,30,33
1,4,7,11,15,16,20,23,26,29,32
1,6,7,11,14,16,20,23,27,29,33
1,6,9,11,14,17,21,24,27,30,32
1,4,8,11,15,17,20,23,26,30,33
1,6,9,11,14,17,20,24,27,29,32
1,4,7,11,14,16,21,23,27,30,33
1,4,7,11,14,17,20,23,26,30,33
1,6,7,10,15,16,21,23,26,30,33
1,4,8,11,15,18,20,23,26,29,32
1,4,9,10,13,16,20,24,27,29,32
1,4,7,11,14,17,20,24,26,30,33
1,4,8,11,14,17,20,23,27,30,32
1,4,8,11,14,17,20,23,26,30,33
1,6,8,10,15,16,20,24,27,30,33
1,6,8,11,13,18,21,24,26,29,32
1,4,9,11,14,16,20,23,26,29,32
1,4,9,11,15,18,21,23,26,30,32
1,6,8,11,15,17,21,23,26,30,33
1,4,7,11,14,16,20,24,27,30,33
1,6,8,10,14,16,21,24,26,29,33
1,6,8,11,15,17,20,24,27,29,33
1,6,8,11,14,17,21,24,26,30,33
1,4,7,11,13,18,21,24,27,30,32
1,4,9,10,15,16,20,23,27,29,33
1,6,8,11,14,17,21,23,26,30,33
1,4,7,10,15,16,20,24,27,30,32
1,4,7,11,14,16,20,24,27,29,33
1,4,8,10,15,16,20,24,27,30,32
1,4,7,11,15,17,21,24,26,30,32
1,6,8,10,14,17,20,23,26,29,33
1,6,9,11,14,17,20,23,26,29,33
1,6,7,11,15,17,21,24,26,29,32
1,4,8,11,14,18,20,23,27,30,33
1,6,7,11,13,18,21,24,26,29,32
1,6,7,11,14,16,21,24,27,30,33
1,4,8,11,14,18,21,24,27,29,33
1,6,8,11,14,18,20,24,26,29,32
1,6,9,11,14,17,21,24,26,30,33
1,4,7,11,13,17,20,24,26,29,33
2,6,7,10,13,16,20,23,27,29,32
1,6,7,11,14,18,21,23,27,30,32
1,4,9,11,15,17,21,23,27,30,33
1,6,7,11,13,17,20,23,27,30,33
1,4,9,11,15,17,20,23,26,29,32
1,4,8,10,14,16,21,23,27,30,32
1,4,8,11,13,17,20,23,27,30,33
1,6,8,11,15,18,21,24,27,30,33
1,6,8,10,14,16,20,23,27,30,32
1,4,8,10,13,17,20,23,27,29,32
1,6,9,11,13,17,20,23,26,29,33
1,6,7,11,14,16,21,23,26,30,33
1,6,8,11,14,18,21,23,27,29,32
1,4,8,11,14,18,21,23,27,30,32
1,4,7,11,14,18,20,24,26,29,33
1,4,8,10,13,16,21,23,26,29,32
1,4,7,11,15,16,20,24,27,30,33
1,6,7,10,14,16,20,24,26,29,33
1,6,7,10,15,16,21,24,27,29,33
1,6,8,11,14,16,20,24,27,30,33
1,4,8,11,13,17,21,23,26,29,32
1,4,7,11,15,17,20,23,26,30,32
1,6,7,11,13,17,20,23,26,30,32
1,6,7,11,13,17,20,23,26,30,33
1,6,9,11,15,17,21,24,27,29,33
1,4,9,11,14,17,21,23,26,29,33
1,4,7,11,14,16,21,23,27,29,33
1,4,8,11,15,17,20,24,27,30,33
1,4,8,10,15,16,21,23,27,29,32
1,4,8,10,14,16,21,23,27,30,33
1,6,9,11,14,17,20,24,27,30,33
1,6,8,11,15,18,20,23,27,29,32
1,6,7,11,14,18,20,23,27,30,32
1,4,8,11,14,18,21,24,26,30,33
1,6,8,10,14,16,20,24,26,30,33
1,6,7,10,15,16,21,23,26,29,33
1,6,7,11,14,17,21,24,26,30,33
1,6,8,11,14,18,20,23,26,30,33
1,6,7,11,15,18,21,23,27,30,33
1,6,7,11,13,17,21,23,27,29,33
1,4,8,10,13,16,21,23,27,30,32
1,4,9,10,15,16,20,23,26,29,32
1,4,8,11,15,17,21,23,26,29,32
1,4,7,11,15,18,21,24,27,29,32
2,4,8,10,13,16,20,23,27,29,32
1,6,7,10,14,16,21,23,26,29,33
1,4,9,10,14,16,21,23,27,30,33
1,4,7,10,15,16,20,23,27,30,33
1,6,7,11,15,17,21,23,26,29,33
1,4,8,11,13,17,20,24,27,30,33
2,6,8,11,14,16,20,23,26,29,31
1,4,8,11,15,17,20,23,27,30,33
1,4,7,11,15,17,21,24,26,29,32
1,6,9,11,14,18,20,23,26,29,33
1,4,9,11,14,17,20,23,27,29,32
1,4,9,11,15,18,21,24,27,30,33
1,4,7,11,15,17,21,23,26,30,33
1,6,8,10,15,16,21,23,27,29,32
1,4,7,11,14,17,21,23,26,30,33
1,4,7,11,13,17,21,24,27,29,32
1,4,8,10,13,16,21,23,26,30,32
1,4,7,11,14,18,21,24,27,29,32
1,4,8,11,15,17,21,23,27,30,32
1,4,9,11,15,17,20,23,27,29,32
1,4,7,11,15,18,21,23,27,29,32
1,4,7,11,13,17,21,23,26,30,33
1,6,8,11,14,17,21,23,27,30,32
1,4,9,10,14,16,21,24,27,30,32
1,6,7,11,13,17,21,23,27,30,32
1,6,8,11,15,18,21,23,27,30,32
1,6,7,11,13,17,20,23,27,28,32
1,6,8,11,15,16,21,24,27,30,33
1,6,7,11,13,18,20,24,27,29,32
2,6,8,10,13,17,20,23,26,29,31
1,4,9,11,14,17,21,23,27,30,33
1,6,8,11,14,17,21,24,26,29,32
1,4,7,11,14,18,21,23,26,29,32
1,4,7,12,15,16,21,24,27,29,33
1,6,8,11,13,18,20,24,26,29,33
1,4,9,11,14,18,20,23,26,29,32
1,4,7,11,13,16,21,23,27,29,32
1,6,9,11,14,17,21,23,26,29,33
1,4,9,10,13,16,20,24,26,29,33
1,6,8,11,14,18,21,24,27,29,33
1,6,8,11,13,17,20,23,27,30,32
1,6,7,11,13,18,21,23,27,30,32
1,6,8,10,15,16,20,24,27,30,32
1,6,8,10,15,16,21,24,27,30,32
1,6,8,11,13,18,20,24,26,29,32
1,6,9,11,14,17,20,23,27,29,33
1,4,8,11,14,16,21,23,26,29,32
2,4,8,11,14,16,20,23,26,29,32
1,4,8,10,13,16,21,24,26,29,33
1,4,8,11,14,16,20,24,26,29,32
1,6,9,10,13,16,20,23,27,29,33
1,6,8,10,13,16,21,23,26,30,32
1,6,7,10,14,16,21,23,26,30,32
